message,user_id,class_id,op_tags,sum_content_text
"用户：叫叫阅读改版之后，每天认识字哪我怎么还不到了
老师：宝贝妈妈点到这里面去，就可以找到识字的内容啦。",53325761,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心叫叫阅读改版后识字内容的位置，对孩子识字学习较关注
规划安排：
沟通态度：主动沟通"
"用户：叫叫英语有优惠吗
老师：?乖宝在读故事了吗",66602117,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长关注叫叫英语课程优惠情况
规划安排：
沟通态度：家长主动沟通"
"用户：叫叫英语，有吗？
老师：您可以在叫叫app-广场 页面 直接领取一个英语的体验包哦
用户：嗯，买的话有优惠吗？
用户：现在有活动不
用户：「2阶阅读?小知姐姐：您可以在叫叫app-广场 页面 直接领取一个英语的体验包哦」
- - - - - - - - - - - - - - -
花1块钱买体验包吗？
用户：1块体验课，买了，到时候看看
老师：好嘞",77960617,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长对叫叫英语课程感兴趣，关注课程优惠活动
规划安排：家长购买1元英语体验课，待体验后再做决定
沟通态度：回复积极，主动询问课程及优惠情况"
"用户：叫叫一个月后不能退费了吗
老师：瑞瑞妈妈,你这边是要将阅读转到英语去吗?
用户：是的
用户：其实我是想退
用户：售后里面没有退费啊
用户：转一下，我看看里面英语是啥样的
老师：不是啊,你理解错了
老师：瑞瑞妈妈
老师： 15254446
用户：退掉",39444462,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：家长想退掉叫叫阅读课程
规划安排：家长打算退掉叫叫阅读课程，暂未明确是否报名英语课程
沟通态度：主动沟通表达退费意愿"
"用户：叫叫要更新才能看吗
老师：睿睿奶奶旁边同事午休了，不方便接电话
老师：这是一条引用/回复消息：
""叫叫要更新才能看吗""
------
更新一下嘛
老师：或者现在能够正常阅读就正常读，需要更新的时候你打开app他会弹出提醒的
用户：没其他问题吧
用户：不能读
老师：那你点开  就会有这个提示，点击立即安装
用户：老师，帮我看看发朋友圈是第一个还是第二个
老师：这是一条引用/回复消息：
""六妹：
[图片]""
------
就这个呀
老师：已经对换了是吧
用户：没有
老师：那你截图上传然后兑换
用户：刚刚上传了",67345289,61442,M6,"课程表现：
行为习惯：
生活情况：孩子由奶奶照顾
家长需求：家长关注叫叫app使用及发圈兑换问题
规划安排：
沟通态度：主动沟通，积极询问"
"用户：叫叫学员-杨翊IVY[电话号码]
用户：「叫叫阅读?楠夕姐姐：?宝贝家长您好！我是叫叫阅读二阶指导师：楠夕姐姐，很高兴能够陪伴宝贝进行接下来一年的阅读；
在开始沟通前，还麻烦您一定先确认以下3??点重要信息?
1??阅读开始时间：【2月17号】
2??点开叫叫APP- 学习页面完成【L2-北师大能力测评】
3??扫码关注【叫叫家长中心】公众号，获取阅读、物流等通知~（扫下方二维码即可）
【L2-北师大能力测评】是叫叫推出的定制化的能力测评与解读，测评结束我会根据宝贝的测评结果，提供针对性阅读规划建议，咱们一定要完成?
填写好之后可以回复【1】，还想再跟您沟通下孩子的基本情况哈~」
- - - - - - - - - - - - - - -
1
用户：1:收到，有部分在补货
2:是
3:能
4:看时间是否有冲突
用户：4:时间有些冲突，那个时间段刚接下孩线下体验课，和做饭时间
用户：还没到家[捂脸]
老师：好的，还在路上哇
老师：预计还有多久呢
用户：我们平时可能得9点半才有空，因为我们现在回来一会陪小孩吃完饭，嗯，就要9点多一点点，所以我们一般是9点半才有空
用户：没办法呀，我们平时上下班的时间就是这样啊
用户：早上的话，我们也是基本上7点钟就起床，然后要去幼儿园了
老师：好的，可能夏天的时候会好一点，慢慢调整嘛，没关系
老师：没事没事，这个是正常的。
用户：已经在开始阅读了
用户：老师好，今天的阅读已经完成了。
用户：已完成，
用户：前两晚，小孩吃完晚饭已经很晚了，就没让她学习了
老师：嗯好的，我看到我们宝贝已经完成了，把遗漏的故事及时补上了，而且正确率也很不错
用户：「叫叫阅读?楠夕姐姐：宝贝距离本周“全勤宝贝”称号仅差2个故事，今天上午补上吧~?，早早完成全部阅读才能好好玩耍哦！」
- - - - - - - - - - - - - - -
还有啥两个故事呢？
用户：还没下班[捂脸]
用户：晚点让爸爸带着学一下
老师：辛苦啦[爱心]
用户：好的，好的，昨晚有线下运动课，下课很晚了，就没学。
老师：好的好的，那咱们就抽这两天给他完成吧
用户：好滴
用户：绿色是代表完成了是吧？
老师：是的，绿色就代表咱们宝贝是每天按时完成的
用户：「叫叫阅读?楠夕姐姐：[图片]」
- - - - - - - - - - - - - - -
老师这张图可以再发一遍吗？
用户：之前没留意有这个思维导图
老师：可以的，来了
用户：谢谢，可以发原图吗？
老师：这个可以看清楚吗
用户：连续分享是指每一天，还是一周内有2次？
老师：一周一次哟
用户：可以",62921730,61442,M0,"课程表现：孩子阅读完成情况较好，能及时补上遗漏故事，正确率不错
行为习惯：
生活情况：家长工作忙，孩子上幼儿园，平时晚上9点半后有空学习，孩子有线下运动课
家长需求：
规划安排：
沟通态度：回复积极，主动询问课程相关问题"
"用户：叫叫思维多少钱
用户：一年
用户：你这个活动60节课  是2个月吗
用户：60节   是一天一节吗
用户：这个是邀请好友  不管她有没有消费都赠是吗
老师：在叫叫-伴读-右上角小皇冠“专属内容”中 查看内容
用户：朋友说  是思维四日体验包
用户：就四天的吗
老师：他领的是体验包，赠课是加在伴读里面的",46805334,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：家长对叫叫思维课程感兴趣，询问课程价格、节数、时长及赠课规则
规划安排：
沟通态度：主动沟通，积极询问课程相关信息"
"用户：叫叫是不是有问题啊
用户：怎么不读了
老师：不好意思，小宝妈妈最近有点感冒不舒服，休息的就比较早，然后我看宝贝昨天是完成了一个大比拼的时候，然后后面的环境就没有完成的，是遇到什么样的问题了呢？我让技术这边去跟进一下。",66838952,61442,M3,"课程表现：孩子在完成大比拼后未完成后续内容，课程出现不读的问题
行为习惯：
生活情况：孩子妈妈称孩子参与课程时遇到问题，孩子最近感冒不舒服休息较早
家长需求：家长关注课程运行情况，希望解决课程不读的问题
规划安排：
沟通态度：主动沟通，对课程问题表达不满"
"用户：叫叫视频老是没有声音 很卡
老师：是今天才出现的吗？
老师：还是说这段时间一直都是呀
用户： 这段时间一直都是。画面动。没声音。然后可能10秒后又有声音
老师：先app 【我的】 【设置】【基础设置】 【上传日志】
老师：宝贝妈妈，您按照我说的这个方式去上传一个日志～
老师：如果你还出现这样子的情况下，您可以给我录个视频～
用户：哦哦哦  好
老师：我这边也去联系一下我们的技术部门的老师～
老师：宝贝妈妈今天带着孩子阅读的时候，如果还是出现没有声音的情况，就给我录个视频哈～
用户：很长时间都是只有动画没有声音
老师：好的～了解了
老师：我明天去找找老师
老师：之前说去填日志，妈妈填了没有呐？
用户： 还有。
用户：还没有
用户：因为今天又出现啦
老师：那妈妈再去填一个日志～
用户：得等会
老师：老师好追踪设备
用户：前段时间都正常的
用户：这两周断断续续就有这样的问题
用户：英语都没问题
用户：就是阅读会有这样的问题
老师：了解情况了
用户：日志上传了
用户：什么时间才能解决这个问题啊 
用户：卡的很啊 
老师：我去联系老师了～
老师：妈妈现在先尝试一下，把我们APP卸载了重新安装登录试试～
用户：   一直都卡来没有声音。
老师：我今天已经联系老师了，他那边正在处理当中～
用户：在哪里关闭呢 设置吗？
老师：妈妈关闭了再试试卡不卡哈~
用户：那个叫叫的情绪感知。关闭了也自动打开。
用户：而且连摄像头都是叫叫的头像了。
老师：是不是更新了呀
老师：妈妈录个视频给我呐
用户：以前英语跟读的时间 宝贝跟读的时候是摄像头打开是照着宝贝的。现在跟读就是叫叫的样子。都没有摄像头打开照着宝贝了
用户：英语已经结束了
老师：可能是更新了，为了保护宝贝的隐私安全
用户：   好吧
用户：情况好没有解决
老师：可能技术部门还要一段时间
老师：我这边继续跟老师沟通",57105484,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望解决叫叫阅读APP卡顿、无声音及情绪感知自动打开、跟读无摄像头等问题
规划安排：
沟通态度：回复积极，主动反馈APP问题"
"用户：叫叫识字，我买一阶的时候不是说了送识字吗，怎么现在用不了了
老师：可以在首页右上方个人中心里面看一下使用时间呢
用户：玥玥现在不喜欢读线上的    喜欢读纸质绘本  
用户：她每天读寄来的绘本  ",67336531,61442,M2,"课程表现：孩子不喜欢读线上内容，喜欢读纸质绘本，每天读寄来的绘本
行为习惯：
生活情况：
家长需求：家长对叫叫识字赠送内容使用情况有疑问
规划安排：
沟通态度：主动沟通"
"用户：叫叫老师，她补上没？
",61122315,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心孩子课程是否补上，对孩子上课较为关心
规划安排：
沟通态度：主动沟通"
"用户：叫叫口算和思维是一个吗
用户：有阶段吗
用户：多少钱一年",66839980,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：家长对叫叫口算课程感兴趣，关心课程内容、阶段划分和价格
规划安排：
沟通态度：主动沟通，积极询问课程相关信息"
"用户：叫叫挂了
老师：是加载不出来卡了，还是什么情况呀？",64728517,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：沟通简短，未详细说明情况"
"用户：叫叫更新后我找不到之前买的课了
用户：怎么找
老师：宝贝妈妈，您点到我们的那个呃，APP, 我的界面它会有一个全部计划这个嗯内容，然后点进去就能找到我们之前购买的内容了。",66911632,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：家长希望解决叫叫APP更新后找不到之前购买课程的问题
规划安排：
沟通态度：家长主动沟通，积极寻求解决问题的方法"
"用户：叫叫二阶景博睿
用户：已进",67100067,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：叫叫二段三段有不有拼音呢
用户：拼音是63个包含完了的吗
老师：我们3阶段是有拼音的。
用户：一共63个拼音，2，3阶段包含多少个拼音呢
老师：二阶段的话，咱们目前是没有拼音这一块的，三阶段呢，拼音主要会学会声母韵母，双拼音节和三拼音节。
老师：会去认读，呃，声母韵母嘛，然后就是23个声母，24个韵母，以及16个整体认读音节，进行双拼音节三拼音节的拼读。
用户：长安街这。是把所有的拼音都包含完了的吗？
老师：是的是的，他会学这些拼音，也会有简单的拼读。
用户：好的，63个拼音学完上小学基本都没问题了。
用户：我担心的是3阶段学声母韵母，整体认读音节就不学了，这样上小学肯定会出现跟不走的情况。
老师：三阶段基本就是去做幼小衔接的嘛～应该还是可以的～
用户：3阶只要63个拼音包含完了就行
用户：3阶段学一点儿，4阶段在学一点儿，这样肯定行不通，3阶段学完基本都准备上小学了
老师：嗯嗯，也理解妈妈的顾虑~",66799895,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心课程中拼音内容，希望孩子在3阶段学完63个拼音，为上小学做好准备
规划安排：
沟通态度：回复积极，主动沟通课程中拼音内容"
"用户：叫叫的机器人不小心打。打了伞，撞坏了猪小弟的小汽车。
老师：哇，对，我们萌宝说的很棒，教给他用他的机器人，把朱小弟的这个汽车给弄倒了，而且还是好几次，对不对，他是故意的，所以冯小弟就觉得很生气了。",77939810,61442,M4,"课程表现：孩子能讲述叫叫故事相关内容，表达情况较好
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度："
用户：叫叫不停更呀。太好了,66987017,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长对叫叫课程不停更表示认可，有继续让孩子学习课程的需求
规划安排：
沟通态度：回复积极"
"用户：叫叫app不支持电脑登录吗
用户：笔记本电脑可以吗
老师：也不行[捂脸],没有电脑端的软件",62605486,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：家长关注叫叫app能否在电脑及笔记本电脑登录，有在电脑端使用课程的需求
规划安排：
沟通态度：主动沟通，积极询问叫叫app使用设备相关问题"
"用户：叫叫 在平板上下载不了吗？
用户：已经下好了，谢谢老师",22000292,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长咨询叫叫在平板上的下载问题，对课程使用有一定需求
规划安排：
沟通态度：主动沟通并对老师表示感谢，态度积极"
"用户：建议假期能不能暂停学习任务啊，放假没有那个心思啊
老师：晨晨妈妈，我也理解您的想法，但是咱们这个阅读其实是比较轻松的，一天也就15分钟左右。
老师：我们可以，嗯，调整时间嘛，如果说确实放假期间，呃，孩子出去玩呀，那我们平时就多花一点点时间把它补起来也就可以了。
老师：而且其实大部分家长平时都比较忙，嗯，放假期间才更有精力的去陪伴孩子学习阅读。",32404385,61442,M3,"课程表现：
行为习惯：
生活情况：家长希望假期孩子暂停学习任务，推测假期孩子有外出游玩计划
家长需求：家长希望假期暂停孩子的学习任务，对孩子假期学习安排有自己的想法
规划安排：
沟通态度：主动沟通，向老师提出假期暂停学习任务的建议"
"用户：加油包怎么领取
老师：小宝妈妈这个加油包是已经在您的账户上面，然后您点击APP的一个呃，学习页面右上角，点击综合小朋友就可以看到当天的一个学习情况，看宝宝的话现在呢，是比较喜欢思维还是英语，还是那个美育内容。
老师：这是一条引用/回复消息：
""?暑期福利领取最后一天?！这8节体验不是广告，是我们二阶在班老用户的权益，领取后是我们下周一一起学，每学2节还有一次抽奖资格?
?登录2阶购买手机号，0元领取通道：【https://tef8.cn/wtMD7v】，

如果您有疑虑或者不需要，可以直接回复我，这样我才知道您是看到啦，以免错过?。如果感兴趣，可以直接点上方链接领取??，下周一一起学~""
------
这里领
用户：没事了，好像系统给了美育和思维
用户：老师，方便把绘本答案打包发给我吗？
老师：是需要本周的吗？
用户：能找到所有的么，家里的本好多题没及时做，有的后续做了也没对答案
用户：家里的本比较乱，我正准备收拾收拾
老师：这个有点多了阿[捂脸]，要找下了才行阿
老师：您今天先收拾一下，我先整理一下近2周得给您把
用户：有链接什么的我可以自己下
老师：或者宝贝完成也可以发到群里批改哦
用户：孩子想起来就做，不是很及时
用户：好吧，那辛苦您抽空找找吧
用户：我不太看群[叹气]
老师：那您私聊发我也可以哦",76862910,62169,M4,"课程表现：
行为习惯：孩子学习不及时，想起来才做课程练习
生活情况：家长家里课程练习本较乱，不太看课程群
家长需求：家长希望获取所有绘本答案，关心孩子课程练习情况
规划安排：
沟通态度：主动沟通，积极表达需求"
"用户：加油
用户：加油
用户：已经选礼
用户：分享朋友圈了
老师：2小时后截图→返回上传  
审核截图成功后，到活动页点立即领取礼物-填写地址哦
用户：不仅认识完成阅读
用户：我们还把叫叫的阅读书也当成睡前故事
用户：以前学过的经常反复阅读
用户：并认识了好多字，已经能自己读给家长听了
用户：重要的
用户：都说浙江人重教育
用户：确实
老师：实践出口碑",66909794,61442,M6,"课程表现：孩子完成阅读，认识很多字，能自己读给家长听，还会反复阅读以前学过的内容
行为习惯：
生活情况：家长是浙江人
家长需求：
规划安排：
沟通态度：回复积极"
"用户：加群后可退吗
用户：你们这个公众号广告好多
老师：妈妈关注我们的公众号之后可以设置成不提醒～
用户：我们每天一起学习 我感觉我不太需要被推送
用户：我看看吧 如果以后没实际用途我就取消
老师：好的，好的，宝贝妈妈～
用户：幼儿园放学后",66960243,61442,M0,"课程表现：
行为习惯：
生活情况：孩子就读幼儿园
家长需求：不希望公众号推送广告
规划安排：
沟通态度：主动沟通表达想法"
"用户：加您了
老师：我看我们的快递已经签收了呢？
用户：是什么时候签收的呢
用户：后面还会有绘本寄出么
老师：昨天下午将近五点
老师：这是一条引用/回复消息：
""sharalin：
后面还会有绘本寄出么""
------
会有
用户：好的，这个我过去拿下，后面麻烦寄送到这个地址：[详细地址]129弄10号401室 王玲 [电话号码]
老师：点进去修改
用户：好的，请问叫叫英语的地址修改从哪里修改呢
老师：在我的订单里面找到英语的那个订单，点进去它会有一个修改地址，然后我这边建议您的话，就是把那个默认地址也改了，这样的话之后就不会有太大的问题了。
老师：没事儿哈
老师：阅读开始了吗？",76419728,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：关注课程绘本寄送地址修改，对叫叫英语地址修改有疑问
规划安排：
沟通态度：回复积极，主动询问相关问题"
"用户：加了微信
老师：您是不是还没进群呀
用户：怎么进
用户：加入阅读群是哪儿
老师：就是妈妈昨天加入的那一个~
老师：昨天我看见妈妈已经进群了，到时候我们的活动呀，平时的阅读打卡就是发在里面的。
老师：妈妈打开叫叫app-学习-阅读 这个界面就可以看到当天的故事了，今天的故事是《小松鼠偷西瓜》
老师：睡前记得阅读哟
老师：?乖宝在读故事了吗",66934132,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
用户：加了,65940602,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：加好了
用户：不用重复发哈
老师：好的好的，宝贝妈妈~
用户：配套图书是哪些内容啊，我不确定有没有收到
用户：「二阶就快开始啦?铱铱姐姐：[图片]」
- - - - - - - - - - - - - - -
第一个月的收到了
用户：翻了一下，都收到了
用户：我们电子书不怎么看，以纸质书本为主的
用户：所以不用天天提醒啦，1阶段也是这样的
用户：亲，不要催哦，我们一般只看纸质书本哈
老师：好的呐～
用户：我们看的自制书本
用户：纸质
用户：「【记得查漏补缺哟】叫叫阅读?铱铱姐姐：咱们可以带着宝贝听一听绘本嘛～磨磨耳朵??」
- - - - - - - - - - - - - - -
每天都有亲子阅读
用户：读的你们的纸质书本
老师：我的意思是说可以打开我们的叫叫app，听听故事，里面还有表达环节，可以磨磨耳朵，又可以参与表达～",66844881,61442,M0,"课程表现：
行为习惯：
生活情况：家长和孩子每天有亲子阅读，以叫叫阅读纸质书为主，不怎么看电子书
家长需求：
规划安排：
沟通态度：主动沟通，不希望老师重复发消息和催看电子书"
"用户：加个韭菜鸡蛋的好吃hjvjvu繁华过后就换个环境vfgggvcgvcvchbbvgyhfhydhffgghfhgfgfhfhfhdhdbgheuhrythghs@IEIRYYRGFHFYXHXHXUDHGHDHSHSUDHHDHDHDJDJJDGDHDGDH
老师：龙凤泰妈妈，最近因为要避免618的一个物流高峰期嘛，所以说寄送的绘本会比较多一点，会把五六七八九十这六个主题月的会本都给寄出来，然后我看咱们现在是收到了五六个90嘛，这周会开始就送七八九七月的，到时候您注意一下物流信息哈。
老师：另外还有一个就是宝贝这一个月都还没有参与进来呢，然后我们这一周读的是安全类型的故事，就比如说在家里一些安全隐患，还有去逛超市啊，遇到一些安全问题应该怎么去解决，还有比如说自己的一些隐私保护，一定一定要带宝贝补起来了哟。",77730172,61442,M4,"课程表现：孩子这一个月未参与课程
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：无有效沟通态度体现"
"用户：寄来的书收到了
用户：已经看起来了
用户：这些书就是以后上课的内容是吧
用户：已完成
用户：学完了
用户：马上哈
用户：读了读了
老师：?乖宝在读故事了吗",77739298,61442,M0,"课程表现：孩子已开始阅读寄来的书并完成学习
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
用户：寄过来的就这些了,78004538,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：既然是PDF版的，能不能直接发PDF？
用户：压缩版的手机不好打开
老师：因为他的数据太大了，我这边。统一发的话就发不出来。
老师：所以就只能先发压缩包。
老师：没事儿哈。",78019954,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：希望获取课程资料的PDF版而非压缩版
规划安排：
沟通态度：主动沟通"
"用户：季度小测提交后没有反馈吗？
老师：好呢～",67410907,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心孩子课程小测反馈情况
规划安排：
沟通态度：主动沟通"
"用户：季度测试已完成
老师：阅读开始了吗？
用户：昨天的忘了，今天补上
用户：好里",67380724,61442,M4,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
"用户：技术看过了嘛
老师：老师请你这边先尝试一下“APP设置 基础设置 网络状态 ，点一下截图“看看
老师：我这去沟通~
老师：宝贝妈妈，你这边通过这个方式去设置一下网络
老师：宝贝妈妈，您设置了嘛？
老师：设置之后还卡顿不？
用户：「【记得查漏补缺哟】叫叫阅读?铱铱姐姐：宝贝妈妈，你这边通过这个方式去设置一下网络」
- - - - - - - - - - - - - - -
不能设置
用户：没有你说的设置的地方
用户：你发我的是手机的
老师：长按
老师：长按应该可以修改的
用户：不行
用户：我试过了
老师：长按会有一个修改网路
用户：长按哪里
老师：录一个你操作的视频
老师：长按链接的那个网络
用户：你是手机
用户：我的是学习机
老师：学习机也是一样的操作～
用户：「?sxl?：[图片]」
- - - - - - - - - - - - - - -
长按是这样
用户：每次都很慢
用户：斑马就很快
用户：热点？
老师：果果妈妈看到宝贝昨天晚上来完成了一节我们的故事内容呢，在阅读大比拼这一块的话，宝贝还是要再努努力哟，嗯，识字的话也需要我们再仔细一点点，可能因为宝贝没有怎么读线上的内容嘛，就会有一点点陌生了，我们接下来就可以坚持一下嘛，至少说让宝贝他体验我们的线上内容，坚持下来去，嗯，得到一些成果嘛。",66936350,61442,M3,"课程表现：孩子在阅读大比拼需努力，识字较陌生，因较少读线上内容
行为习惯：
生活情况：孩子使用学习机学习叫叫课程，网络卡顿，使用斑马课程网络正常
家长需求：解决孩子学习机使用叫叫课程时的网络卡顿问题
规划安排：
沟通态度：回复积极，主动反馈问题"
"用户：记着呢，平板没电了，就让他睡觉了
用户：谢谢提醒
老师：哦哦，好的呐～
老师：那咱们记得后面补上哟～
用户：今天下午放学了就一块全学了
老师：好呢～",66155760,61442,M3,"课程表现：
行为习惯：
生活情况：孩子正常上学，用平板学习课程
家长需求：
规划安排：
沟通态度：回复积极"
"用户：己完成，谢谢！
用户：好的，谢谢老师，在出差要晚上了[呲牙]",67328190,61442,M0,"课程表现：
行为习惯：
生活情况：家长正在出差，晚上才有时间
家长需求：
规划安排：
沟通态度：回复积极"
"用户：己完成
用户：我今天回老家了，孩子跟着爸爸妈妈的
用户：我刚才跟他们说，他们说孩子要睡了明天早上补起。女娃娃一直跟着我的，我走了他不习贯
用户：分享怎么发，以前可以分享，现在不行",67345289,61442,M0,"课程表现：
行为习惯：孩子习惯和家长一起，家长离开后不适应
生活情况：家长回老家，孩子跟着爸爸妈妈，孩子为女孩
家长需求：
规划安排：
沟通态度：回复积极"
"用户：己完成
老师：睡前记得阅读哟
老师：?乖宝在读故事了吗",67404421,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
用户：己完成,77310333,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：回复积极"
用户：绘本在大陆，我们在香港上学,78125665,61442,M0,"课程表现：
行为习惯：
生活情况：孩子在香港上学，绘本在大陆
家长需求：
规划安排：
沟通态度：主动沟通"
"用户：绘本已读
老师：[爱心][爱心]好的，线上的内容也要完成哦
用户：我今天夜班，明天补
老师：嗯嗯，好滴哟
用户：上班中。。。。
用户：夜班
用户：明天回
用户：明天要是不上夜班的话我回去让读绘本
老师：哦哦，好的好的，那咱们明天有空闲的时间补一补就行了
老师：要注意身体哦，上夜班还是很累的[爱心]
用户：谢谢老师的关心
用户：正在看
用户：今天夜班，明天补
老师：好哒[爱心][爱心]
用户：昨天都补了",67078202,61442,M0,"课程表现：
行为习惯：
生活情况：家长需上夜班，工作较忙
家长需求：
规划安排：
沟通态度：回复积极"
"用户：绘本也是看了的
用户：有没有思维的课
老师：思维的话，妈妈可以在叫叫app的广场 里面领一个体验包试一下。
用户：有没有体验一个月那种",66808064,61442,M0,"课程表现：
行为习惯：
生活情况：
家长需求：家长关心课程，有让孩子体验思维课的需求
规划安排：家长有让孩子体验一个月思维课的意愿
沟通态度：主动沟通，积极询问课程情况"
"用户：绘本是电子书还是纸质书
老师：是电子的哟~",65586841,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长对课程产品形式有咨询需求
规划安排：
沟通态度：主动沟通"
"用户：绘本试卷是干嘛的[发呆]
用户：家长您好，我们转介绍的礼物池子更新了，原来的100元京东卡还是有，这次添加了很实用质量很好的书包！扭蛋机器人还有跳舞毯！你可以点这个链接，发个朋友圈，如果有朋友需要就可以扫您的二维码试听报名
【https://tef8.cn/wt8u58】
用户：这个是需要好友也报名系统课吗
用户：你好发的，字卡干嘛的啊！还没明白
老师：琪琪妈妈，你好，这个字卡是我们每天阅读当中的字，可以给宝宝打印出来进行复习的～",62128124,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：
沟通态度：主动沟通，对课程相关物品用途感兴趣"
"用户：绘本券怎么领[愉快]
用户：你好，这个怎么知道发货没，发到哪里了？
老师：在我们叫叫app-物流可以看到物流信息哟
用户：查询不到
老师：没有呀
老师：可乐妈妈，填写收货地址没有呀
老师：审核通过在【叫叫-我的-消息通知】填写收货地址
用户：填了啊
用户：而且也通过了啊
老师：我去问一下咧，可能是仓库老师没有生成发货，我先问问哈
用户：好，麻烦了
用户：楠夕老师，今天帮我查了吗？
老师：可乐妈妈，你看看已经ok啦
老师：预计今天会发货哟
用户：这个英语是永久免费回看的吗？
用户：楠夕老师，我们上周的课也都按时完成了，怎么完课名单没有我们[捂脸]
老师：这是一条引用/回复消息：
""恬恬&可乐：
楠夕老师，我们上周的课也都按时完成了，怎么完课名单没有我们[捂脸]""
------
我看看咧
老师：对呀，我看我们宝贝都完成了",26439410,61442,M3,"课程表现：孩子上周课程按时完成，但完课名单未显示
行为习惯：
生活情况：
家长需求：家长关注绘本券领取、物流信息、英语课程回看权限及孩子课程完课名单情况
规划安排：
沟通态度：回复积极，主动沟通问题"
用户：绘本券怎么兑换,66978674,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长咨询绘本券兑换方式，可能有获取绘本的需求
规划安排：
沟通态度：主动沟通"
"用户：绘本券在那里看的
用户：叫叫绘本在哪里
老师：需要单独去应用商店下载哦
用户：没有绘本
老师：妈妈您点一下券包，看有没有领取成功呀。
用户：微信",77982655,61442,M3,"课程表现：
行为习惯：
生活情况：
家长需求：家长对叫叫绘本的获取方式有需求
规划安排：
沟通态度：主动沟通"
"用户：绘本券有效期多久
用户：老师，不用给我发了啊，现在肯定不续订，我会等快结束的时候再续订，如果到时候真涨价了，我们就不学了
老师：好的，好的，没关系～也是想要把这个消息同步到位嘛～",26020014,61442,M2,"课程表现：
行为习惯：
生活情况：
家长需求：
规划安排：等课程快结束时再决定是否续订，若涨价则不学
沟通态度：主动沟通，明确表达想法"
